created_at,text,screen_name,source,location,followers_count,friends_count,retweet_count,language,sentiment_polarity
Tue May 01 01:29:14 +0000 2018, bRT @Quarteria_io: Find out how to contribute to our #Quarteria #ICO on @Medium https://t.co/y5EmzTpHFj #crypto #realestate #neo #blockchain, NnajiSamuel8, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,15,125,0, en, Neutral
Tue May 01 01:29:15 +0000 2018, bHow to Buy Bitcoin withPayPal https://t.co/Af6Zd1EtsK https://t.co/a2WFCLpHgJ #blockchain, cryptoopinious, <a href=https://ifttt.com rel=nofollow>IFTTT</a>, ,211,0,0, ru, Neutral
Tue May 01 01:29:15 +0000 2018, bRT @ProjectShivom: Project Shivom partners with @SimplyVitalHQ to advance the formation of a Global Healthcare Blockchain Alliance.The part, mincematch, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,496,814,0, ru, Neutral
Tue May 01 01:29:16 +0000 2018, bRT @murthaburke: Free Shipping for Vitamins and Nutrition\s!! \\nhttps://t.co/0fezUzhlHY \\n#blockchain #cryptocurrency #crypto #ethereum #trap, cherlynstepke1, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,0,50,0, en, Positive
Tue May 01 01:29:16 +0000 2018, bRT @murthaburke: Get Healthy With Some Coconut Based Oils! \\nhttps://t.co/Aov8NdtxYS \\n#blockchain #cryptocurrency #crypto #ethereum #trapadr, j9X6dLjVLxsliXs, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,0,40,0, en, Positive
Tue May 01 01:29:17 +0000 2018, bRT @coindesk: Banking Giant ING Is Quietly Becoming a Serious Blockchain Innovator https://t.co/x7IHEdwG8v https://t.co/Mnbko1NRkz, EricyuanY, <a href=http://twitter.com/download/iphone rel=nofollow>Twitter for iPhone</a>, LA & Galaxy far far away,2154,3024,0, en, Positive
Tue May 01 01:29:18 +0000 2018, bRT @ValaAfshar: 13 technologies of next decade:\\n\\n1 #AI (machine learning) \\n2 #IoT\\n3 #blockchain \\n4 3D printing \\n5 mobile\\n6 autonomous, Sys_Eng_KSA, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,261,1716,0, ar, Positive
Tue May 01 01:29:18 +0000 2018, bRT @UserExperienceU: #Getting into #User #Experience Part 2 #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/wxMdKo5rat https://t.co, wmrgxcejv1901hl, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,28,0, en, Neutral
Tue May 01 01:29:19 +0000 2018, bRT @UserExperienceU: #Global #Digital #Consultancy Start-up Pt2 #Adjusted #Governance #Magic #Bullet #Futurist #IoT #BlockChain #Agile #Dev, dzzqdretubg08i, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,52,0, en, Neutral
Tue May 01 01:29:23 +0000 2018, bRT @DeepAeroDrones: The Morton County Sheriffs Department Will Have Eagle Eyed Vision Via Drones. See More @ https://t.co/iWBCVoC5ta\\n#DEEP, ThiNgcThnh1, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,4521,5001,0, en, Positive
Tue May 01 01:29:23 +0000 2018, bRT @THE4THPILLARLTD: Aljaz Jadek - our main legal expert - presented at an ICO and blockchain technology conference in Ljubljana. What do y, ViktorKomarov5, <a href=https://nbvhmvmmh.com rel=nofollow>hgd hgeg egf </a>, Amsterda,10953,11042,0, ru, Positive
Tue May 01 01:29:24 +0000 2018, bRT @UserExperienceU: Website #help and #support systems should #avoid #FAQ #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/1TGxsQZj, speers1871, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, es, Neutral
Tue May 01 01:29:25 +0000 2018, bRT @SocialWalletInc: Gold was officially made the standard of value in England in 1816. We\ve come a long way. #History #Blockchain #Bitcoi, imronfal, <a href=http://stafabandhd.net rel=nofollow>Stafabandhd</a>, 0xe8CeFfc6aE42835069D121356602068B358EA549,2858,1655,0, id, Negative
Tue May 01 01:29:25 +0000 2018, bRT @ProjectShivom: Project Shivom partners with @SimplyVitalHQ to advance the formation of a Global Healthcare Blockchain Alliance.The part, mHon01, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ������������,1576,570,0, ru, Neutral
Tue May 01 01:29:25 +0000 2018, bYumerium - has united the works of two South Korean companies Subdream Labs and VR Plus. The project is positioned https://t.co/hRgzsKYyrn, butchimaubmt, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,5378,4962,0, vi, Neutral
Tue May 01 01:29:25 +0000 2018, bRT @BGXGlobal: The core of what #BGX has to offer is undoubtedly its algorithm - the most powerful of all decentralized solutions out there, Lordlabush, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, nigeria,2126,4871,0, en, Positive
Tue May 01 01:29:26 +0000 2018, bRT @AmandaLorenzani: interesting predictions here about the potential of @eidoo_io https://t.co/pqUY2sJAU2 #edo #coinbase #wallet #crypto #, katrina3446xc, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Positive
Tue May 01 01:29:26 +0000 2018, bWhy blockchain challenges conventional thinking about IP - https://t.co/wfE0G607pq (press release) https://t.co/eAPUcwL5H0, MeetInnovation, <a href=http://www.innonational.com rel=nofollow>VB Twitter APP meetinnovation</a>, The Netherlands,11224,11854,0, en, Negative
Tue May 01 01:29:27 +0000 2018, bRT @AitheonOfficial: We want to reduce costs to organisations by implementing our blockchain ecosystem and using #AI and #robotics as a lev, maissymart, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,976,3578,0, en, Neutral
Tue May 01 01:29:27 +0000 2018, bRT @sharpay_io: Dar friends! There are thoughts of our CEO Anton Solodikov about the blockchain technology and its role in https://t.co/B3T, processorsubtle, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,559,449,0, ru, Neutral
Tue May 01 01:29:29 +0000 2018, bRT @bethereumteam: Many of you already correctly guessed what\s coming in the next days! \\nMore hints will be posted in our #Telegram group, Gracecryptoc, <a href=https://mobile.twitter.com rel=nofollow>Twitter Lite</a>, ,7,44,0, en-gb, Positive
Tue May 01 01:29:29 +0000 2018, bRT @EuropeanCryptoB: European Crypto Bank and Archos partnership.\\nhttps://t.co/v50Q3dfL2D\\n\\n@ARCHOS @EuropeanCryptoB @ECB_RU #europeanCrypto, Ravindu_MR, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,336,517,0, en, Neutral
Tue May 01 01:29:29 +0000 2018, bRT @romad_antivirus: Visit our website for more info and join us  https://t.co/kLpVKVNmf1 \\n#ether #ico #romad #preico #antivirus #soonico #, p7NUFNOPgpScVdx, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1122,2200,0, ru, Positive
Tue May 01 01:29:30 +0000 2018, bRT @DeepBrainChain: First Announcement has been released on the #DeepBrainChain Korean #Meetup: \\n\\nWe plan to invest $100 million in the nex, borkert, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Vienna,22,55,0, en, Positive
Tue May 01 01:29:31 +0000 2018, bRT @murthaburke: Free Shipping for Vitamins and Nutrition\s!! \\nhttps://t.co/0fezUzhlHY \\n#blockchain #cryptocurrency #crypto #ethereum #trap, ijtsfvrww4413vc, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,1,93,0, en, Positive
Tue May 01 01:29:31 +0000 2018, bRT @_Peculium: The Blockchain Daily Is out!\\nhttps://t.co/l5PuUr3GcP #Peculium #PCL #CryptoSavings #AI #fintech #Crypto #machinelearning //, planedented, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,518,606,0, ru, Neutral
Tue May 01 01:29:35 +0000 2018, bRT @unilot_platform: I just published Simple and accessible about blockchain technologies. https://t.co/5GM4VCiCpt, wheelchairsturd, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ������������,546,453,0, ru, Positive
Tue May 01 01:29:36 +0000 2018, b#AIRDROPCryptoCarbon\\n \\nCryptoCarbon AIRDROP\\n \\nhttps://t.co/dcXHUwYgwK\\n\\nget free CCRB tokens\\n https://t.co/tsJDPRAA3I, bucurtraian1, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Cyprus,1369,4990,0, en, Positive
Tue May 01 01:29:36 +0000 2018, bRT @eGoldgg: You gotta check THIS out!\\nhttps://t.co/Pnx2KuozNw - the perfect place for crypto betting! \\nHuge bonuses \\nMystery Jackpot\\nU, InpropEshear, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ������������������,790,511,0, ru, Positive
Tue May 01 01:29:38 +0000 2018, b#Iagon is a good project ever. I\m really interested for this project!\\nThe future for blockchain technology and amb https://t.co/x1SBrgJzXC, NuwanAluthgama, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Sri Lanka,2014,4982,0, en, Positive
Tue May 01 01:29:41 +0000 2018, bRT @DeepAeroDrones: Drone In Combination With HoloLens Enables X-ray Vision. Read More @ https://t.co/d8CG6LzqIZ\\n#DEEPAERO #AI #BLOCKCHAIN, deusex_mac, <a href=http://semanticearth.com rel=nofollow>Information Service Provider16</a>, Global,1171,325,0, en, Positive
Tue May 01 01:29:41 +0000 2018, bRT @CasperAPI: Why is a decentralized database the best storage solution?\\nIn the era of information technology we have to face a huge flow, abdizidan1, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1458,3676,0, id, Positive
Tue May 01 01:29:43 +0000 2018, bRT @DigitizeCoin: #Digitize is the first #blockchain startup that allows you to convert your loose change and cash into #Cryptocurrency., faris63mak, <a href=https://apps.twitter.com/app/ rel=nofollow>ceandsimquitex1984</a>, ,389,341,0, ru, Positive
Tue May 01 01:29:47 +0000 2018, bRT @murthaburke: Free Shipping for Vitamins and Nutrition\s!! \\nhttps://t.co/0fezUzhlHY \\n#blockchain #cryptocurrency #crypto #ethereum #trap, milson3856aa, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Positive
Tue May 01 01:29:47 +0000 2018, bRT @SKYFchain: We would like to visit Malaysia in May. We are searching for people to help us to make it happen there. Please send an email, laughingmachini, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,669,853,0, ru, Neutral
Tue May 01 01:29:47 +0000 2018, bRT @WealthE_Coin: New to the whole ICO thing?  Here is some info about what you need to know! #ICOs #Bitcoin #Blockchain #WealthMigrate #We, ViktorKomarov5, <a href=https://nbvhmvmmh.com rel=nofollow>hgd hgeg egf </a>, Amsterda,10953,11042,0, ru, Positive
Tue May 01 01:29:48 +0000 2018, b#AIRDROPCryptoCarbon\\n \\nCryptoCarbon AIRDROP\\n \\nhttps://t.co/cU5FOfczLP\\n\\nget free CCRB tokens\\n https://t.co/41pETAw5iP, aishamary7, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Malta,721,1454,0, ro, Positive
Tue May 01 01:29:49 +0000 2018, bRT @terra_virtua: 50% bonus for Terra Virtua $TVT tokens is ending! Don\t miss out! Move quickly before the bonus drops to 30%!  https://, cahya07389029, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, Indonesia,44,323,0, en, Positive
Tue May 01 01:29:51 +0000 2018, bRT @murthaburke: Free Shipping for Vitamins and Nutrition\s!! \\nhttps://t.co/0fezUzhlHY \\n#blockchain #cryptocurrency #crypto #ethereum #trap, joannie1173jl, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Positive
Tue May 01 01:29:52 +0000 2018, bRT @UserExperienceU: Website #help and #support systems should #avoid #FAQ #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/1TGxsQZj, qcuwkphhk8126ix, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,1,26,0, en, Neutral
Tue May 01 01:29:53 +0000 2018, bRT @PayPiePlatform: It\s official! PayPie Launches Its Live Beta With @QuickBooks Online Integration! Live now at https://t.co/6kafSeRdy5, Lindahadley17, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,35,92,0, en, Positive
Tue May 01 01:29:55 +0000 2018, bRT @OrozuCoin: Discover what Orozu has to offer! Watch this video on how easy it is to get started with Orozu https://t.co/3ftdnz2Yyp \\n#Oro, dividersgob, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,563,431,0, ru, Positive
Tue May 01 01:29:57 +0000 2018, b\RT @BlockCATio: VERY cool news from the Amazon AWS blog  Get Started with #Blockchain Using the new AWS Blockchain Templates https://t.c\, CryptoSmartEsq, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, US,159,387,0, en, Positive
Tue May 01 01:29:57 +0000 2018, bRT @UserExperienceU: Website #help and #support systems should #avoid #FAQ #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/1TGxsQZj, wmrgxcejv1901hl, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,28,0, en, Neutral
Tue May 01 01:29:57 +0000 2018, bRT @AitheonOfficial: We want to reduce costs to organisations by implementing our blockchain ecosystem and using #AI and #robotics as a lev, altcoinz1, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,908,2510,0, en, Neutral
Tue May 01 01:29:59 +0000 2018, bRT @TheLigerCoin: LIGER Coin\s unique concept is soon to be a household name in the #Gaming world! Here is the Tokenomics!\\nVisit https://t., lelamkientrucsu, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,1627,4245,0, vi, Positive
Tue May 01 01:29:59 +0000 2018, bRT @UserExperienceU: #DigitalBusiness and #AI should use Hegelian Logic to find very different and valuable customer insights #Futurist #Io, mele1372, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,0,0,0, en, Neutral
Tue May 01 01:30:00 +0000 2018, bRT @RandolphMlny: #Bitcoin #Satoshi #Earn_Money #cryptocurrency #blockchain #Airdrop\\nNew Airdrop #MSToken \\n\\nMSToken is airdropping 100 #MS, RandolphMlny, <a href=https://mobile.twitter.com rel=nofollow>Mobile Web (M2)</a>, 0xbE6cb25854073B6f2efcCE48A74E110Ae5ac87f1,519,248,0, en, Neutral
Tue May 01 01:30:00 +0000 2018, bRT @longandy: If you are going to be in Toronto for #EDCON then don\t miss the @Aion_Network #AIONEX https://t.co/Qz7WCQSfxP on Wednesday., BlockSYDChain, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,61,407,0, es, Neutral
Tue May 01 01:30:01 +0000 2018, bRT @PayPiePlatform: It\s official! PayPie Launches Its Live Beta With @QuickBooks Online Integration! Live now at https://t.co/6kafSeRdy5, cryptdose, <a href=http://twitter.com/#!/download/ipad rel=nofollow>Twitter for iPad</a>, ,217,200,0, en, Positive
Tue May 01 01:30:01 +0000 2018, bRT @UserExperienceU: #Getting into #User #Experience Part 2 #Futurist #IoT #BlockChain #Agile #DevOps  https://t.co/wxMdKo5rat https://t.co, 9N6OnHGzF1RJR9p, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,0,49,0, en, Neutral
Tue May 01 01:30:02 +0000 2018, b PSN Gaming Deal! $50 PlayStation Store Gift Card for $41.99! Digital Code!\\r \\nhttps://t.co/xQHhKlzCul \\n\\n#xbox https://t.co/RAHVpr0WKe, JalaceRita, <a href=https://twitter.com rel=nofollow>JalaceRitaapp</a>, ,5,20,0, en, Neutral
Tue May 01 01:30:02 +0000 2018, bHow to build an everyday #bank? #Blockchain #Fintech #Crypto #Banking Via @jblefevre60 https://t.co/B3HpuY2nMT, StartGrowthHack, <a href=http://bufferapp.com rel=nofollow>Buffer</a>, Around the world �,160775,124380,0, en, Negative
Tue May 01 01:30:02 +0000 2018, bInstrumentation Technician II - Shire Pharmaceuticals - [  More Info  https://t.co/yKY8ZhR38O ] #IoT https://t.co/NcXmRDkWJ4, workiniot, <a href=http://www.waseemly.com rel=nofollow>SocialTweetHP</a>, United Kingdom,58,59,0, en, Positive
Tue May 01 01:30:03 +0000 2018, bDecentralized Proof of Exercise Blockchain with innovative mobile app that allows you to mine GYM cryptocurrency with your body @GymRewards, ViktorKomarov5, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Amsterda,10953,11042,0, ru, Positive
Tue May 01 01:30:04 +0000 2018, bRT @AdamSTLee: #Global #Technology\\n50 years of FinTech\\n.\\n.\\n#Invention #Science #BigData #AI #MachineLearning #Fintech #Cryptocurrency #Bl, GamerGeekNews, <a href=https://www.gamer-geek-news.com/ rel=nofollow>RssToTwitterPy3</a>, ,4785,5014,0, en, Neutral
Tue May 01 01:30:05 +0000 2018, bRT @UserExperienceU: #IoT #Ecosystems require #Ontologies of your #Products and #Services #Futurist #IoT #BlockChain #Agile #DevOps  https:, qcuwkphhk8126ix, <a href=http://twitter.com/download/android rel=nofollow>Twitter for Android</a>, ,1,26,0, en, Neutral
Tue May 01 01:30:06 +0000 2018, bSpotcoin Pre-ICO launches May 1st 6pm (GMT+4) \\n#ICO #Blockchain #NEO #GAS #BTC #ETH #tokensale https://t.co/bIs8JQBRWZ, MiaSophie999, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,3436,2767,0, en, Neutral
Tue May 01 01:30:06 +0000 2018, bRT @HorizonCoin: Horizon one pager is ready to go! #ico #cryptocurrency #telecom #blockchain #startup #business #bermuda https://t.co/3rM1K, SastraIDN, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Indonesia,5006,5194,0, id, Positive
Tue May 01 01:30:06 +0000 2018, bRT @FisherBroyles: FisherBroyles Welcomes Partner Marc Boiron in Southern California\\nto Further Expand its FinTech and Blockchain Practice, LawyerMoves, <a href=https://about.twitter.com/products/tweetdeck rel=nofollow>TweetDeck</a>, ,1367,1637,0, en, Neutral
Tue May 01 01:30:06 +0000 2018, bRT @CryptoPolicecom: This week Arturs and Karolina had opportunity to participate in meetups in Zurich and Zug and attend #BlockchainSummit, sponjuncorge198, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, ,572,456,0, ru, Neutral
Tue May 01 01:30:07 +0000 2018, b$BTC : -2.36% 9006$\\nTop (last h):\\n$VPRC : +17.47% 4st\\n$AURA : +9.74% 2209st\\n$AU : +9.48% 449736st\\n$BTCD : +6.72 https://t.co/57AHPUJ867, CryptoPriceCall, <a href=https://twitter.com/OneCryptoCall rel=nofollow>onehourcrypto</a>, Decentralized,1942,120,0, en, Negative
Tue May 01 01:30:07 +0000 2018, bRT @gese_io: World Blockchain Summit in Moscow - we made a good use of that time. Alexey Pechkin presented #Gese project to a group of inte, berrydudejames, <a href=http://twitter.com rel=nofollow>Twitter Web Client</a>, Berry Patch USA,2094,2752,0, en, Positive
